room_id,escaper_id,roomrun_id,room_name_splitted,company_name_splitted,location,keywords,hashtag,min_players,max_players,website,phone,phone_2,address,latitude,longitude,waze_link,moovit_link,region_splitted,is_closed_on_weekends,is_double,is_performance,is_vr,soldier_discount,soldier_discount_weekend,student_discount,student_discount_weekend,children_discount,children_discount_weekend,is_gift_card,escape_card,birthday_discount,is_actor,is_linear,is_parallel,is_beginner,is_for_children,is_for_religious,is_scary,is_for_disabled,is_for_hearing_impaired,is_for_pregnant,is_credit_card_accepted,arseny_did,sharona_did,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,weekend_price_1,weekend_price_2,weekend_price_3, weekend_price_4,weekend_price_5,weekend_price_6,weekend_price_7,weekend_price_8,weekend_price_9,weekend_price_10,weekend_price_11,weekend_price_12
102,126,case-number-seven,תיק מספר 7,questline,נשר,,#חדרבריחה_תיקמספר7,2,6,https://questline.co.il/he/booking/case-n-7.html?utm_source=escape-bot,054-9281393,,"דרך בר יהודה 195, נשר",32.780839,35.035712,http://tinyurl.com/zemq7ze,http://tinyurl.com/mx2vfy8,צפון | הצפון | חיפה,,0,,,10,10,10,10,,,,,,0,1,1,0,,,,0,1,1,1,,,,100,100,90,80,75,,,,,,,,125,100,100,100,100,,,,,,
103,240,excalibur,אקסקליבר,escape challenge | אסקייפ צ׳לנג׳,נשר,,#חדרבריחה_אקסקליבר,3,10,http://www.escapechallenge.co.il/room/Excalibur?utm_source=escape-bot,054-6599678,,"התעשייה 37, נשר",32.773559,35.046253,http://tinyurl.com/h3ff5hf,http://tinyurl.com/mt7va57,צפון | הצפון | חיפה,,0,,,10,10,10,10,50,50,,,50,0,,,,,,,,,,,,,,,120,120,115,110,105,105,105,,,,,120,120,115,110,105,105,105,,,,
104,87,heroes,גיבורים,brainit | בריינאיט | ברייניט,נתניה,,#חדרבריחה_גיבורים,2,6,https://brainit.co.il/f2/room/heroes/?utm_source=escape-bot,072-3923985,,"גיבורי ישראל 24, נתניה",32.280266,34.860837,http://tinyurl.com/jke9j9t,http://tinyurl.com/lqlomtw,שרון | השרון,,1,,,10,10,,,,,1,,,0,,,,1,,,1,,,,,,,95,87,83,80,74,,,,,,,,120,103,95,90,83,,,,,,
105,184,the-sorcerer-village,עיירת המכשף,bxpiria,נתניה,,#חדרבריחה_עיירתהמכשף,2,6,http://wizardtown.bxperia.co.il/?utm_source=escape-bot,054-9546883,,"רחוב המלאכה 8 נתניה, כניסה B",32.278020,34.858482,http://tinyurl.com/hsy4tsc,http://tinyurl.com/lcvyfgf,שרון | השרון,,0,,,15,15,,,50,50,1,,,0,1,1,1,1,,1,0,1,0,1,,,,120,110,100,90,80,,,,,,,,120,110,100,90,80,,,,,,
106,67,the-dentists-clinic,ד״ר דונטר | רופא שיניים | רופא השיניים,bxpiria,נתניה,,#חדרבריחה_רופאשיניים,2,6,http://dentist.bxperia.co.il/?utm_source=escape-bot,054-9546883,,"רחוב המלאכה 8 נתניה, כניסה B",32.278020,34.858482,http://tinyurl.com/hsy4tsc,http://tinyurl.com/kzglxme,שרון | השרון,,0,,,15,15,,,50,50,1,,,0,1,1,1,1,,1,0,1,0,1,,,,100,90,85,80,75,,,,,,,,120,100,95,90,85,,,,,,
107,100,run-from-venice,הבריחה מונציה | הבריחה מוונציה,escape out,נתניה,,#חדרבריחה_הבריחהמונציה,2,7,http://www.escapeout.co.il/escape-from-venice?utm_source=escape-bot,072-3385486,,"הבונים 4, נתניה",32.280627,34.859929,http://tinyurl.com/zyw3guj,http://tinyurl.com/kyzrdn9,שרון | השרון,,0,,,10,10,10,10,20,20,1,10,,0,,,1,1,,,,,1,1,1,1,,120,110,100,90,80,75,,,,,,,120,110,100,90,80,75,,,,,
108,,,גרוויטי | גרויטי,escaperoom | escape room | אסקייפ רום,נתניה,,#סייברקווסט_גרוויטי,2,6,http://www.escaperoom.co.il/netanya-vr-gravity?utm_source=escape-bot,054-444-3386,,"גיבורי ישראל 40, נתניה",32.283191,34.861762,http://tinyurl.com/h4427rq,http://tinyurl.com/mvcmzhl,שרון | השרון,,0,,1,20,20,,,50,50,1,,,0,,,1,1,,0,,,0,1,,,,120,100,90,80,80,,,,,,,,120,100,90,80,80,,,,,,
109,48,the-police-station,תחנת משטרה,no exit,נתניה,,#חדרבריחה_תחנתמשטרה,2,6,http://noexit.co.il/?utm_source=escape-bot,053-7247736,,"רחוב עמק חפר 82, נתניה",32.344214,34.869420,http://tinyurl.com/hq4ankj,http://tinyurl.com/lc2opbg,שרון | השרון,,0,,,15,10,15,10,,,,10,50,0,,,,,,,,1,,,,,,100,85,80,75,70,,,,,,,,120,105,100,95,90,,,,,,
110,222,placebo_1408,1408,placebo,נתניה,,#חדרבריחה_1408,3,7,http://p-room.co.il/?utm_source=escape-bot,054-4484301,,"הגביש 4, כניסה א׳, נתניה",32.287671,34.861792,http://tinyurl.com/ztxb2n4,http://tinyurl.com/k9gz538,שרון | השרון,,0,,,10,10,10,10,20,20,,,,0,,,1,,,1,,,,,,,,120,110,100,90,80,,,,,,,,120,110,100,90,80,,,,,,
111,123,temple-ofoanubis,מקדש אנוביס,puzzle box,נתניה,,#חדרבריחה_מקדשאנוביס,2,7,http://puzzlebox.co.il/he/%D7%A8%D7%90%D7%A9%D7%99/?utm_source=escape-bot,0502727436,,"אורט 14, נתניה",32.316873,34.876243,http://tinyurl.com/gvmu8qz,http://tinyurl.com/kugorqx,שרון | השרון,,1,,,10,10,10,10,30,30,1,10,100,0,,,1,,,,,,,,,,,120,110,100,90,80,80,,,,,,,120,110,100,90,85,80,,,,,
112,,the-horror-circus,בריחה מתחנת החלל,virtual world,נתניה,,,1,4, https://www.virtualworld.co.il/?utm_source=escape-bot,050-4735888,,"שדרות גיבורי ישראל 5, נתניה",32.275469,34.860003,http://tinyurl.com/zkzo5ek,http://tinyurl.com/m9h65mu,שרון | השרון,,0,,1,,,,,,,1,,,0,,,,,,,,,,1,,,150,140,120,110,,,,,,,,,150,140,120,110,,,,,,,,
113,,,פנו את החדר,virtual world,נתניה,,,1,4, https://www.virtualworld.co.il/?utm_source=escape-bot,050-4735888,,"שדרות גיבורי ישראל 5, נתניה",32.275469,34.860003,http://tinyurl.com/zkzo5ek,http://tinyurl.com/lf2pnst,שרון | השרון,,0,,1,,,,,,,1,,,0,,,,,,,,,,1,,,150,140,120,110,,,,,,,,,150,140,120,110,,,,,,,,
114,,,קיצוצים בתקציב,virtual world,נתניה,,,1,4, https://www.virtualworld.co.il/?utm_source=escape-bot,050-4735888,,"שדרות גיבורי ישראל 5, נתניה",32.275469,34.860003,http://tinyurl.com/zkzo5ek,http://tinyurl.com/kh76few,שרון | השרון,,0,,1,,,,,,,1,,,0,,,,,,,,,,1,,,150,140,120,110,,,,,,,,,150,140,120,110,,,,,,,,
115,109,camp,מחנה 23,breakout | ברייקאאוט | the rooms | דה רומס | דה רומז,פתח תקווה,,#חדרבריחה_מחנה23,4,7,http://breakout.co.il/%D7%9E%D7%97%D7%A0%D7%94-23/?utm_source=escape-bot,03-6193464,,"אפעל 23, כניסה ב׳, פתח תקווה",32.095162,34.847053,http://tinyurl.com/hlqddxt,http://tinyurl.com/l9gsltj,מרכז | המרכז | פ״ת,,1,,,10,10,10,10,50,50,1,10,100,0,0,1,,,,1,1,1,1,1,1,1,,,,120,115,110,105,,,,,,,,,120,115,110,105,,,,,
116,175,kidnappedinthailand,חטופים בתאילנד,dr.mind | dr. mind | Dr.Mind ,פתח תקווה,,#חדרבריחה_חטופיםבתאילנד,2,6,http://drmind.co.il/?app=treatment&id=9&utm_source=escape-bot,050-8504480,," הנחשון 17ב', פתח תקווה",32.107362,34.895322,https://waze.to/li/hsv8ydhcek,http://tinyurl.com/lelksqd,מרכז | המרכז | פ״ת,,0,,,10,10,10,10,,,,,,0,,,,,,,,,,,,,,120,100,95,90,85,,,,,,,,120,100,95,90,85,,,,,,
117,320,,התחנה האחרונה,dr.mind | dr. mind | Dr.Mind ,פתח תקווה,,#חדרבריחה_התחנההאחרונה,2,6,http://drmind.co.il/?app=treatment&id=10,050-8504480,," הנחשון 17ב', פתח תקווה",32.107362,34.895322,https://waze.to/li/hsv8ydhcek,http://tinyurl.com/lelksqd,מרכז | המרכז | פ״ת,,0,,,10,10,10,10,,,,,,0,,,,,,,,,,,,,,120,100,95,90,85,,,,,,,,120,100,95,90,85,,,,,,
348,159,anubis,הפירמידה,esc rooms,פתח תקווה,,#חדרבריחה_הפירמידה,2,7,http://escrooms.co.il/?utm_source=escape-bot,054-9728070,,"הרכש 1, פתח תקווה",32.093827,34.861864,http://tinyurl.com/j4fn4ac,http://tinyurl.com/kklc9ys,מרכז | המרכז | פ״ת,,0,,,,,,,,,1,,,0,,,1,1,,,,,,,,,,100,100,75,70,67,64,,,,,,,125,117,88,80,75,71,,,,,
118,128,chicago,שיקאגו | שיקגו,esc rooms,פתח תקווה,,#חדרבריחה_שיקאגו,2,7,http://escrooms.co.il/?utm_source=escape-bot,054-9728070,,"הרכש 1, פתח תקווה",32.093827,34.861864,http://tinyurl.com/j4fn4ac,http://tinyurl.com/mn7td3e,מרכז | המרכז | פ״ת,,0,,,,,,,,,1,,,0,,,1,,,,,,,,,,,100,100,75,70,67,64,,,,,,,125,117,88,80,75,71,,,,,
119,136,hangover,הנגאובר,escaperoom | escape room | אסקייפ רום,פתח תקווה,,#חדרבריחה_הנגאובר,2,7,http://www.escaperoom.co.il/petah-tikva-hangover?utm_source=escape-bot,079-932-2224,,"המפלסים 6, פתח תקווה",32.100295,34.861769,http://tinyurl.com/jam79lv,http://tinyurl.com/ny5l3xq,מרכז | המרכז | פ״ת,,0,,,20,20,,,,,1,,,0,,,1,0,0,0,,,,1,,,,120,100,90,80,80,80,,,,,,,120,100,90,80,80,80,,,,,
120,158,embassy-siege,שגרירות במצור,freedom,פתח תקווה,,#חדרבריחה_שגרירותבמצור,2,5,https://www.freedomescape.co.il/?utm_source=escape-bot,077-6704655,,"אפעל 24, פתח תקווה",32.096371,34.847809,http://tinyurl.com/zsv6dnw,http://tinyurl.com/n8m6wb9,מרכז | המרכז | פ״ת,,0,,,10,10,,,10,10,1,,,0,,,,1,,0,,,,,,,,120,100,90,80,,,,,,,,,120,100,90,80,,,,,,,
121,245,area51,איזור 51,freedom,פתח תקווה,,#חדרבריחה_אזור51,3,6,https://www.freedomescape.co.il/?utm_source=escape-bot,077-6704655,,"אפעל 24, פתח תקווה",32.096371,34.847809,http://tinyurl.com/zsv6dnw,http://tinyurl.com/kf9hl3q,מרכז | המרכז | פ״ת,,0,,,10,10,,,10,10,1,,,0,,,,1,,0,,,,,,,,120,100,90,80,,,,,,,,,120,100,90,80,,,,,,,
122,149,image-of-a-murderer,המלך ארתור,quest & quest,פתח תקווה,,#חדרבריחה_המלךארתור,2,6,http://www.escaperoom-quest.co.il/%D7%94%D7%9E%D7%9C%D7%9A-%D7%90%D7%A8%D7%AA%D7%95%D7%A8/?utm_source=escape-bot,054-7426800,,"הנחשון 17, פתח תקווה",32.107362,34.895322,http://tinyurl.com/hkq2oge,http://tinyurl.com/kcgj3kl,מרכז | המרכז | פ״ת,,0,,,,,,,,,,,,,,,,,,,,,,,,,,105,95,90,80,80,,,,,,,,125,110,100,90,85,,,,,,
123,312,,מגדל טסלה,quest & quest,פתח תקווה,,#חדרבריחה_מגדלטסלה,,,http://www.escaperoom-quest.co.il/%D7%9E%D7%92%D7%93%D7%9C-%D7%98%D7%A1%D7%9C%D7%94/,054-7426800,,"הנחשון 17, פתח תקווה",32.107362,34.895322,http://tinyurl.com/hkq2oge,http://tinyurl.com/kcgj3kl,מרכז | המרכז | פ״ת,,0,,,10,10,10,10,30,30,1,10,,0,,,,,,,,,,,,,,110,95,90,80,80,,,,,,,,125,110,100,90,85,85,,,,,
340,74,,בצלמו של רוצח,skull club | skulls club | מועדון הגולגולות | מועדון הגולגלות,פתח תקווה,,חדרבריחה_בצלמושלרוצח,2,6,http://hertk.com/?utm_source=escape-bot,054-2221606,050-7108861,"הלפיד 5, פתח תקווה",32.091758,34.854921,http://tinyurl.com/zf7g6af,http://tinyurl.com/m9a3olm,מרכז | המרכז | פ״ת,,1,,,,,,,,,,,,0,,,1,,,,,,,,,,,110,100,90,80,,,,,,,,,120,110,100,90,,,,,,,
124,91,galil-zone,X זון | אקס זון | x zone | x זון,galil zone,קיבוץ עמיר,,#חדרבריחה_Xזון,2,6,www.galilzone.com?utm_source=escape-bot,055-9771911,04-6954243,קיבוץ עמיר,33.177726,35.619831,http://tinyurl.com/hgvmag7,http://tinyurl.com/mla7zp8,צפון | הצפון | גליל | הגליל,,0,,,10,,,,,,0,0,0,0,,,,,,,,,,1,,,,100,90,80,74,70,,,,,,,,115,110,100,90,85,,,,,,
125,224,obsession,אובססיה,sherlocked | שרלוקד | the rooms | דה רומס | דה רומז,קצרין,,#חדרבריחה_אובססיה,2,6,https://sherlocked.co.il/escape_rooms/perfume-the-obsession/?utm_source=escape-bot,04-6990951,,"איזור תעשייה, קצרין",32.984937,35.708036,http://tinyurl.com/hwcu32n,http://tinyurl.com/kybowmy,צפון | הצפון | גולן | הגולן | רמת הגולן,,0,,,20,10,20,10,50,50,1,,,0,,,,,,,,,,,,,,110,100,95,90,80,80,,,,,,,120,107,107,94,83,83,,,,,
126,303,,סוד הגילגל | גילגל הרפאים,sherlocked | שרלוקד | the rooms | דה רומס | דה רומז,קצרין,,#חדרבריחה_סודהגילגל,2,7,https://sherlocked.co.il/escape_rooms/gilgal-ha-refaim/,04-6990951,,"איזור תעשייה, קצרין",32.984937,35.708036,http://tinyurl.com/hwcu32n,http://tinyurl.com/kybowmy,צפון | הצפון | גולן | הגולן | רמת הגולן,,0,,,20,10,20,10,50,50,1,,,0,,,,,,,,,,1,,,,110,100,95,90,80,80,,,,,,,120,107,107,94,83,83,,,,,
332,227,gymania,ג׳ימניה | גימניה,questplace,קרית אתא,,#חדרבריחה_גימניה,2,6,http://www.questplace.co.il/games/gymania/?utm_source=escape-bot,050-8542466,,"דרך חיפה 10, קרית אתא",32.803475,35.075601,http://tinyurl.com/j5rg749,http://tinyurl.com/l7c4dh5,צפון | הצפון | קריות,,0,,,,,,,,,,,,0,,,,,,,0,,,,,,,120,100,80,80,80,,,,,,,,120,100,80,80,80,80,,,,,
127,171,the-horror-circus,קרקס האימה,lost - escape rooms,קרית ביאליק,,#חדרבריחה_קרקסהאימה,2,7,http://lo-st.co.il/room/horror-circus/?utm_source=escape-bot,058-6777333,,"יוסף הלוי 3, קרית ביאליק",32.861938,35.095862,http://tinyurl.com/j4bct93,http://tinyurl.com/kqle63l,צפון | הצפון | קריות,,0,,,15,15,,,,,,10,,0,,,1,,,1,,,,1,,,,120,110,110,100,100,100,,,,,,,120,110,110,100,100,100,,,,,
128,93,,המכתב,60min escape room,קרית מוצקין,,#חדרבריחה_המכתב,2,6,www.60min.co.il?utm_source=escape-bot,04-8383991,,"מכבי 5, קרית מוצקין",32.826766,35.076634,http://tinyurl.com/j2bqhyb,http://tinyurl.com/mfh82on,צפון | הצפון | קריות,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,100,90,80,75,70,,,,,,,,120,110,100,90,80,,,,,,
129,163,,תא טרור,60min escape room,קרית מוצקין,,#חדרבריחה_תאטרור,2,6,www.60min.co.il?utm_source=escape-bot,04-8383991,,"מכבי 5, קרית מוצקין",32.826766,35.076634,http://tinyurl.com/j2bqhyb,http://tinyurl.com/myqhsb6,צפון | הצפון | קריות,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,100,90,80,75,70,,,,,,,,120,110,100,90,80,,,,,,
130,138,operation-saffron-roshpina,מבצע זעפרן,inside out | אינסייד אאוט | the rooms | דה רומס | דה רומז,ראש פינה,,#חדרבריחה_מבצעזעפרן,2,7,http://www.insideoutroom.co.il/?utm_source=escape-bot,04-9963755,,"המרכז להצלחות, צחר, אזה״ת ראש פינה",32.971914,35.572882,http://tinyurl.com/hxjofyb,http://tinyurl.com/klglw6r,צפון | הצפון | גליל | הגליל,,0,,,10,10,10,10,50,50,1,10,,0,,,1,,,0,,,,,,,,120,110,100,90,80,80,,,,,,,120,110,100,90,80,80,,,,,
131,194,careto-roshpina,קארטו,inside out | אינסייד אאוט | the rooms | דה רומס | דה רומז,ראש פינה,,#חדרבריחה_קארטו,2,7,http://www.insideoutroom.co.il/?utm_source=escape-bot,04-9967755,,"המרכז להצלחות, צחר, אזה״ת ראש פינה",32.971914,35.572882,http://tinyurl.com/hxjofyb,http://tinyurl.com/macfsrt,צפון | הצפון | גליל | הגליל,,1,,,20,20,10,10,50,50,1,10,,0,,,,,,0,,,,,,,,120,110,100,90,80,80,,,,,,,120,110,100,90,80,80,,,,,
132,208,clinical-death,מוות קליני,bermuda quest | ברמודה קווסט,ראשון לציון,,#חדרבריחה_מוותקליני,2,4,http://www.bermuda-quest.co.il/?utm_source=escape-bot,03-9213324,,"משה בקר 13, ראשון לציון",31.974369,34.808752,http://tinyurl.com/gu7elzd,http://tinyurl.com/muhcscm,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,10,10,10,10,,,,,10,0,,,,0,,1,0,0,0,1,1,1,,135,125,115,,,,,,,,,,135,125,115,,,,,,,,
134,186,de-vinchi-secrets,סודות דה וינצי,brainiacs quest room,ראשון לציון,,#חדרבריחה_סודותדהוינצי,2,5,http://brainiacs.co.il/PAGE8.asp?utm_source=escape-bot,054-2297003,,"משה בקר 15, ראשון לציון",31.975535,34.808968,http://tinyurl.com/jdhmxxg,http://tinyurl.com/n2xuq5p,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,1,,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
135,63,i-am-legend,אני אגדה,brainit | בריינאיט | ברייניט,ראשון לציון,,#חדרבריחה_אניאגדה,2,6,https://brainit.co.il/room/%D7%90%D7%A0%D7%99-%D7%90%D7%92%D7%93%D7%94/?utm_source=escape-bot,077-3610000,,"סחרוב 10, ראשון לציון",31.991881,34.769226,http://tinyurl.com/jzy39en,http://tinyurl.com/mjjl5fa,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,10,10,10,10,,,1,,,0,,,1,,,1,,,,1,,1,,120,100,90,80,80,,,,,,,,120,100,90,80,80,,,,,,
136,182,magician,חדרו של הקוסם,brainit | בריינאיט | ברייניט,ראשון לציון,,#חדרבריחה_חדרושלהקוסם,2,6,https://brainit.co.il/room/magicians-room/?utm_source=escape-bot,077-3610000,,"סחרוב 10, ראשון לציון",31.991881,34.769226,http://tinyurl.com/jzy39en,http://tinyurl.com/kunr8r8,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,10,10,10,10,,,1,,,0,,,1,1,,,,,,1,,,,120,100,90,80,80,,,,,,,,120,100,90,80,80,,,,,,
137,133,monstropolis-escape-room,מונסטרופוליס,brainit | בריינאיט | ברייניט,ראשון לציון,,#חדרבריחה_מונסטרופוליס,2,6,https://brainit.co.il/room/monstropolis_escape_room/?utm_source=escape-bot,077-3610000,,"סחרוב 10, ראשון לציון",31.991881,34.769226,http://tinyurl.com/jzy39en,http://tinyurl.com/khx4ydo,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,10,10,10,10,,,1,,,0,,,,,,0,,,,1,,,,120,100,90,80,80,,,,,,,,120,100,90,80,80,,,,,,
138,75,indiana-jones,אינדיאנה ג'ונס ,enigma | אניגמה | the rooms | דה רומס | דה רומז,ראשון לציון,,#חדרבריחה_אינדיאנה,2,6,http://www.enigma-escaperooms.co.il/portfolio_page/%D7%90%D7%99%D7%A0%D7%93%D7%99%D7%90%D7%A0%D7%94-%D7%92%D7%95%D7%A0%D7%A1/?utm_source=escape-bot,054-2280731,,"יוסף ספיר 9, ראשון לציון",31.993788,34.751875,http://tinyurl.com/gqq8rvh,http://tinyurl.com/ktx7sha,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,10,10,10,10,10,10,,,,0,,,1,,,,,,,,1,1,,120,100,90,84,80,,,,,,,,120,100,90,84,80,,,,,,
139,178,uss-enigma,משבר במעמקים,enigma | אניגמה | the rooms | דה רומס | דה רומז,ראשון לציון,,#חדרבריחה_משברבמעמקים,4,8,http://www.enigma-escaperooms.co.il/portfolio_page/uss-enigma/?utm_source=escape-bot,054-2280731,,"יוסף ספיר 9, ראשון לציון",31.993788,34.751875,http://tinyurl.com/gqq8rvh,http://tinyurl.com/lvqgtqq,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,10,10,10,10,10,10,,,,0,,,,,,,,,,,,,,100,96,93,91,82,,,,,,,,100,96,93,91,82,,,,,,
140,116,jurassic-park,פארק היורה, enigma | אניגמה | the rooms | דה רומס | דה רומז,ראשון לציון,,#חדרבריחה_פארקהיורה,2,7,http://www.enigma-escaperooms.co.il/portfolio_page/%D7%A4%D7%90%D7%A8%D7%A7-%D7%94%D7%99%D7%95%D7%A8%D7%94/?utm_source=escape-bot,054-2280731,,"יוסף ספיר 9, ראשון לציון",31.993788,34.751875,http://tinyurl.com/gqq8rvh,http://tinyurl.com/k9unx5o,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,10,10,10,10,10,10,,,,0,,,,,,,,,,,,1,,,120,105,100,100,100,,,,,,,,120,105,100,100,100,,,,,
141,183,de-favela,הפבלה,escape zone | אסקייפ זון,ראשון לציון,,#חדרבריחה_הפבלה,2,6,http://www.escape-zone.co.il/he/room/favela/?utm_source=escape-bot,08-8659970,,"לישנסקי 18, ראשון לציון",31.992031,34.766751,http://tinyurl.com/ja3g6dk,http://tinyurl.com/n339ubw,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,,,,,,,1,,,0,,,,,,,,,,,,,,90,85,80,75,70,,,,,,,,100,95,90,85,80,,,,,,
142,114,sircuszonederano,קרקס זונדרנו,escape zone | אסקייפ זון,ראשון לציון,,#חדרבריחה_זונדרנו,2,6,http://www.escape-zone.co.il/he/room/%D7%A7%D7%A8%D7%A7%D7%A1-%D7%96%D7%95%D7%9F-%D7%93%D7%A8%D7%A0%D7%95/?utm_source=escape-bot,08-8659970,,"לישנסקי 18, ראשון לציון",31.992031,34.766751,http://tinyurl.com/ja3g6dk,http://tinyurl.com/kpj2yue,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,1,,,,,,,,,1,,,0,,,1,,,,,,,,,,,90,85,80,75,70,,,,,,,,100,95,90,85,80,,,,,,
143,61,prison-break,נמלטים,escaperoom | escape room | אסקייפ רום,ראשון לציון,,#חדרבריחה_נמלטיםראשלצ,2,8,http://www.escaperoom.co.il/rishon-lezion-prison-break?utm_source=escape-bot,079-932-2224,,"אצ""ל 6 ראשון לציון",31.988574,34.766978,http://tinyurl.com/h8j7z6c,http://tinyurl.com/lesn9rl,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,1,,,20,20,,,50,50,1,,,0,,,1,1,,0,,,,1,1,1,,120,100,90,80,80,80,80,,,,,,120,100,90,80,80,80,80,,,,
144,189,lost-the-hatch,אבודים - הבריחה מהצוהר | אבודים | הבריחה מהצוהר,getout,ראשון לציון,,#חדרבריחה_אבודים,2,6,http://escape-getout.co.il/?utm_source=escape-bot,076-5407556,,"ברשבסקי 33, ראשון לציון",31.973170,34.812479,http://tinyurl.com/z5czapv,http://tinyurl.com/mhtyp5c,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,10,10,10,,,,,,,0,,,,,,,,,,1,,,,105,95,90,85,80,,,,,,,,120,110,100,95,90,,,,,,
353,,,משחקי הגורל,אקזיט רום | exit room,ראשון לציון,,#חדרבריחה_משחקיהגורל,3,10,http://exitroom.co.il/rooms/escaperoom_destiny_games/?lang=he,073-7301020,,"ברשבסקי 33, ראשון לציון",31.973170,34.812479,http://tinyurl.com/z5czapv,http://tinyurl.com/mhtyp5c,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,10,10,,,10,10,1,,,0,,,,,,,,,,1,,,,,120,90,90,100,100,90,90,90,,,,120,90,90,100,100,90,90,90,,,
145,143,,מאחורי הקיר,golden key,ראשון לציון,,#חדרבריחה_מאחוריהקיר,2,7,http://www.mygoldenkey.co.il/rishon?utm_source=escape-bot,074-7323909,,"יצחק שדה 4, ראשון לציון",31.964089,34.792567,http://tinyurl.com/j7zxpa8,http://tinyurl.com/kznnenm,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,10,10,,,,,,10,,0,,,,,,0,,1,1,,,,,,,95,90,83,79,50,,,,,,,,95,90,83,79,50,,,,
146,70,baker-street,בייקר סטריט,lock box,ראשון לציון,,#חדרבריחה_בייקרסטריט,2,6,http://lockbox.co.il/%D7%91%D7%99%D7%99%D7%A7%D7%A8-%D7%A1%D7%98%D7%A8%D7%99%D7%98/?utm_source=escape-bot,052-8322454,03-6163338,"מנחם כהן 2, ראשון לציון",31.973505,34.812869,http://tinyurl.com/jr8c7ex,http://tinyurl.com/l6uwzem,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,10,10,10,10,,,1,,,0,,,,0,,0,,,,,,,,105,90,80,74,70,,,,,,,,120,100,88,80,75,,,,,,
147,196,apollo,מבצע אפולו ,lock box,ראשון לציון,,#חדרבריחה_מבצעאפולו,2,6,http://lockbox.co.il/%D7%90%D7%A4%D7%95%D7%9C%D7%95/?utm_source=escape-bot,052-8322454,03-6163338,"מנחם כהן 2, ראשון לציון",31.973505,34.812869,http://tinyurl.com/jr8c7ex,http://tinyurl.com/mmcjmvf,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,10,10,10,10,,,,,,0,,,,0,,0,,,,,,,,120,100,93,86,83,,,,,,,,120,100,93,86,83,,,,,,
148,29,saw,המסור,lost | the rooms | דה רומס | דה רומז,ראשון לציון,,#חדרבריחה_המסור,2,7,http://www.lostroom.co.il/?utm_source=escape-bot,052-5523444,,"סחרוב 17, ראשון לציון",31.991076,34.771520,http://tinyurl.com/zwqvpjw,http://tinyurl.com/mtm357n,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,1,,,10,10,10,10,,,,,,0,1,1,1,0,,1,0,1,0,1,1,1,,110,100,90,80,75,70,,,,,,,120,110,100,90,80,70,,,,,
149,117,torpedo,טורפדו,mistory,ראשון לציון,,#חדרבריחה_טורפדו,2,7,http://mistory.co.il/?utm_source=escape-bot,054-4248855,,"משה לוי 9, ראשון לציון",31.987594,34.772605,http://tinyurl.com/hols3ce,http://tinyurl.com/lscb36u,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,10,10,,,10,10,1,,,0,,,1,1,,,1,1,1,1,1,1,,120,110,100,90,85,85,,,,,,,120,110,100,90,85,85,,,,,
150,299,,אבירי השולחן העגול,mistory,ראשון לציון,,#חדרבריחה_אביריהשולחןהעגול,3,8,https://www.mistory.co.il/rooms/knights/,054-4248855,,"משה לוי 9, ראשון לציון",31.987594,34.772605,http://tinyurl.com/hols3ce,http://tinyurl.com/lscb36u,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,10,10,,,10,10,1,,,0,,,1,1,,0,,,1,1,,,,,110,100,90,85,85,85,,,,,,,110,100,90,85,85,85,,,,
