room_id,room_name,company_name,location,keywords,min_players,max_players,website,phone,phone_2,address,latitude,longitude,waze_link,region, region_2,is_closed_on_weekends,number_of_same_rooms,is_performance,is_vr,soldier_discount,soldier_discount_weekend,student_discount,student_discount_weekend,children_discount,children_discount_weekend,is_gift_card,escape_card,birthday_discount,is_linear,is_parallel,is_beginner,is_for_children,is_for_religious,is_scary,is_for_disabled,is_for_hearing_impaired,is_for_pregnant,is_credit_card_accepted,is_mau_and_mau_played,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,weekend_price_1,weekend_price_2,weekend_price_3, weekend_price_4,weekend_price_5,weekend_price_6,weekend_price_7,weekend_price_8,weekend_price_9
157,חניבעל לקטר,twisted mind,ראשון לציון,,2,10,http://www.twistedmindescaperoom.co.il/%D7%97%D7%A0%D7%99%D7%91%D7%A2%D7%9C-%D7%9C%D7%A7%D7%98%D7%A8.html,050-6564136,054-8196909,"אליהו איתן 24, ראשון לציון",31.993427,34.763015,http://tinyurl.com/hm9upjt,מרכז,ראשלצ,,,,,10,10,10,10,30,30,,,,,,,,,,,,,,,,100,100,90,80,75,75,75,75,,120,120,95,88,82,82,82,82
158,בית חולים כללי גות'הם,cube,רחובות,,2,6,https://www.cube-israel.co.il/,08-8606551,052-8684935,"אופנהיימר 10, רחובות",31.910774,34.806935,http://tinyurl.com/jefpjj8,דרום,שפלה,,,,,20,20,,,,,,,30,,,,,,,,,,1,,,100,90,85,80,80,,,,,120,100,90,85,85,,,
159,כס הברזל,cube,רחובות,,2,6,https://www.cube-israel.co.il/,08-8606551,052-8684935,"אופנהיימר 10, רחובות",31.910774,34.806935,http://tinyurl.com/jefpjj8,דרום,שפלה,,,,,,,,,,,,,,,,,,,,,,,,,,100,90,85,80,80,,,,,120,100,90,85,85,,,
160,הכימאי,escape zone,רחובות,,2,6,http://www.escape-zone.co.il/he/room/%D7%94%D7%9B%D7%99%D7%9E%D7%90%D7%99-%D7%A8%D7%97%D7%95%D7%91%D7%95%D7%AA/,08-8659970,,"הרצל 220, רחובות",31.901845,34.809162,http://tinyurl.com/gsw6nc2,דרום,שפלה,,,,,,,,,,,1,,,,,,,,,,,,,,,90,85,80,75,70,,,,,100,95,90,85,80,,,
161,וונדרזון,escape zone,רחובות,,2,6,http://www.escape-zone.co.il/he/room/%D7%95%D7%95%D7%A0%D7%93%D7%A8-%D7%96%D7%95%D7%9F-%D7%A8%D7%97%D7%95%D7%91%D7%95%D7%AA/,08-8659970,,"הרצל 220, רחובות",31.901845,34.809162,http://tinyurl.com/gsw6nc2,דרום,שפלה,,,,,,,,,,,1,,,,,,,,,,,,,,,90,85,80,75,70,,,,,100,95,90,85,80,,,
162,גביע הקסם,exit game,רחובות,,2,6,http://www.exitgame.co.il/he/Games/6/%D7%92%D7%91%D7%99%D7%A2-%D7%94%D7%A7%D7%A1%D7%9D-%D7%A8%D7%97%D7%95%D7%91%D7%95%D7%AA,058-5565577,,"ברגמן 2, רחובות",31.981111,34.770560,http://tinyurl.com/zkyc4p7,דרום,שפלה,,,,,15,15,10,10,,,1,,,,,,1,,0,,,,,,,100,87,78,70,67,,,,,120,100,88,80,75,,,
163,היער הקסום,golden key,רחובות,,4,14,http://www.mygoldenkey.co.il/rehovot,074-7323909,,"קלמן גבריאלוב 39, רחובות",31.888323,34.784106,http://tinyurl.com/gl338bp,דרום,שפלה,,,,,10,10,,,,,,10,,,,,,,0,,1,1,,,,,,95,90,83,79,50,50,,,,95,90,83,79,50,50
164,הצוללת,golden key,רחובות,,2,7,http://www.mygoldenkey.co.il/rehovot,074-7323909,,"קלמן גבריאלוב 39, רחובות",31.888323,34.784106,http://tinyurl.com/gl338bp,דרום,שפלה,,,,,10,10,,,,,,10,,,,,,,0,,1,1,,,,125,100,95,90,83,79,,,,125,100,95,90,83,79,,
165,חדרו של פרופסור רובינשטיין,golden key,רחובות,,2,7,http://www.mygoldenkey.co.il/rehovot,074-7323909,,"קלמן גבריאלוב 39, רחובות",31.888323,34.784106,http://tinyurl.com/gl338bp,דרום,שפלה,,,,,10,10,,,,,,10,,,,,,,0,,1,1,,,,125,100,95,90,83,79,,,,125,100,95,90,83,79,,
166,הבריחה משבי הטרוריסטים,escaperoom israel,רמת גן,,2,4,http://www.escaperoom.co.il/ramat-gan-escape-from-terrorists,079-932-2224,,"בצלאל 12, רמת גן",32.086585,34.801393,http://tinyurl.com/hzdrwzq,מרכז,ר״ג,,,,,20,20,,,50,50,1,,,,,1,1,,0,,,,1,1,,120,100,90,90,,,,,,120,100,90,90,,,,
167,הנוגדן,exit room,רמת גן,,2,5,http://exitroom.co.il/rooms/antidote-mission-2/?lang=he,054-2870767,,"דרך זאב ז'בוטינסקי 83, רמת גן",32.087548,34.813153,http://tinyurl.com/hnrxumw,מרכז,ר״ג,,,,,10,10,,,10,10,1,,,1,1,1,1,,0,,0,,1,1,,120,100,88,80,,,,,,120,100,88,80,,,,
168,שחור לבן,exit room,רמת גן,,2,4,http://exitroom.co.il/rooms/black-and-white-2/?lang=he,054-4229904,,"דרך זאב ז'בוטינסקי 79, רמת גן",32.087537,34.812890,http://tinyurl.com/gphecle,מרכז,ר״ג,,,,,10,10,,,10,10,1,,,1,1,1,1,,0,,0,,1,1,,120,100,88,,,,,,,120,100,88,,,,,
169,אוצר ירושלמי,step by step,רמת גן,,2,5,http://stepbystep.org.il/,053-3065608,,"ז'בוטינסקי 77, רמת גן",32.087360,34.812603,http://tinyurl.com/jtrnsbe,מרכז,ר״ג,,,,,20,20,10,10,30,30,,,,,,1,,,,0,1,1,1,,,100,90,80,70,,,,,,120,100,90,80,,,,
170,ארוויזיון 2020,emequest,רמת ישי,,2,7,http://www.emequest.com/he/escape-rooms/10,054-9120906,,"רחוב הצפצפה 1, בניין ישי סנטר קומה 1, אזה״ת רמת ישי",32.706662,35.174221,http://tinyurl.com/hh65cuw,צפון,גליל,,,,,10,10,,50,50,,,,,,,,,,,,,,1,,,125,75,70,70,70,65,,,,125,100,88,80,75,70,,
171,המערב הפרוע,emequest,רמת ישי,,2,7,http://www.emequest.com/he/escape-rooms/16,054-9120906,,"רחוב הצפצפה 1, בניין ישי סנטר קומה 1, אזה״ת רמת ישי",32.706662,35.174221,http://tinyurl.com/hh65cuw,צפון,גליל,,,,,10,10,,50,50,,,,,,,,,,,,,,1,,,125,75,70,70,70,65,,,,125,100,88,80,75,70,,
172,מצילים את הפנתר הורוד,emequest,רמת ישי,,2,7,http://www.emequest.com/he/escape-rooms/15,054-9120906,,"רחוב הצפצפה 1, בניין ישי סנטר קומה 1, אזה״ת רמת ישי",32.706662,35.174221,http://tinyurl.com/hh65cuw,צפון,גליל,,,,,10,10,,50,50,,,,,,,,,,,,,,1,,,125,75,70,70,70,65,,,,125,100,88,80,75,70,,
173,כור גרעיני,exit room,רמת ישי,,2,5,http://exitroom.co.il/rooms/reactor/,055-9949935,,"הדקל 2, רמת ישי",32.705769,35.172576,http://tinyurl.com/jjz6ehq,צפון,גליל,,,,,10,10,,,10,10,1,,,,,,,,,0,,0,1,,,120,100,90,80,80,80,,,,120,100,90,80,80,80,,
174,הבקתה ביער,brain escape,רעננה,,2,8,http://www.brainescape.co.il/,058-6015588,,רחוב המלאכה 4 רעננה,32.197757,34.878455,http://tinyurl.com/zbkzrpx,שרון,,,,,,10,10,,,,,,10,,,,,1,1,,,,,0,,,100,93,88,80,75,71,68,,,110,100,90,84,78,75,72,
175,שוד היהלום,breakaway,רעננה,,2,8,http://www.breakaway.co.il/,054-6873562,054-8087303,"הנופר 3, רעננה",32.194382,34.883146,http://tinyurl.com/zz8echx,שרון,,,,,,15,15,10,10,,,,,20,,,,,,0,0,,0,,,,105,95,85,80,75,75,75,,,110,100,90,85,80,80,80,
176,פארמר ג'ון,getaway,רעננה,,2,6,http://www.get-away.co.il/Room/8,09-9552277,,"היצירה 10, רעננה",32.195117,34.876549,http://tinyurl.com/hys555q,שרון,,,,,,15,15,10,10,50,50,,,,,,,,,,,,,1,,,120,100,90,80,75,,,,,130,110,100,90,80,,,
177,הקונקשן,getaway,רעננה,,2,6,http://www.get-away.co.il/Room/7,09-9552277,,"היצירה 10, רעננה",32.195117,34.876549,http://tinyurl.com/hys555q,שרון,,,,,,15,15,10,10,50,50,,,,,,,,,,,,,1,,,120,100,90,80,75,,,,,130,110,100,90,80,,,
178,הסטודנט,getaway,רעננה,,2,6,http://www.get-away.co.il/Room/6,09-9552277,,"היצירה 10, רעננה",32.195117,34.876549,http://tinyurl.com/hys555q,שרון,,,,,,15,15,10,10,50,50,,,,,,,,,,,,,1,,,120,100,90,80,75,,,,,130,110,100,90,80,,,
179,מבצע זעפרן,inside out,רעננה,,2,7,http://www.insideoutroom.co.il/%D7%9E%D7%91%D7%A6%D7%A2-%D7%96%D7%A2%D7%A4%D7%A8%D7%9F.html,054-9926443,,"היצירה 13, רעננה",32.194840,34.876769,http://tinyurl.com/jsbkhg8,שרון,,,,,,10,10,10,10,50,50,,10,,,,,,,0,,,,1,1,,120,110,100,90,85,80,,,,120,110,100,90,85,80,,
180,מבצע לוויתן,inside out,רעננה,,2,7,http://www.insideoutroom.co.il/%D7%9E%D7%91%D7%A6%D7%A2-%D7%9C%D7%95%D7%95%D7%99%D7%AA%D7%9F.html,09-8917917,,"היצירה 11, רעננה",32.194862,34.877062,http://tinyurl.com/h4vgl8m,שרון,,,,,,10,10,10,10,50,50,,10,,,,,,,0,0,,,1,,,120,110,100,90,85,80,,,,120,110,100,90,85,85,,
181,קארטו,inside out,רעננה,,2,7,http://www.insideoutroom.co.il/%D7%A7%D7%90%D7%A8%D7%98%D7%95.html,09-8917917,,"היצירה 11, רעננה",32.194862,34.877062,http://tinyurl.com/h4vgl8m,שרון,,,,,,10,10,10,10,50,50,,10,,,,,,,0,1,,,1,1,,120,110,100,90,85,80,,,,120,110,100,90,85,80,,
182,הגביש,iq factor,רעננה,,2,6,http://iqfactor.co.il/,053-7817881,,"התעשייה 15, רעננה",32.196415,34.878786,http://tinyurl.com/hxmbetq,שרון,,,,,,10,10,10,10,,,,,50,,,,1,,,,1,1,1,,,120,110,100,90,85,,,,,120,110,100,90,85,,,
183,מימד אלפא,iq factor,רעננה,,2,7,http://iqfactor.co.il/,053-7817881,,"התעשייה 15, רעננה",32.196415,34.878786,http://tinyurl.com/hxmbetq,שרון,,,,,,10,10,10,10,,,,,50,,,,1,,,,1,1,1,,,120,110,100,90,85,80,,,,120,110,100,90,85,80,,
184,המסתור של הקוסם,magus,רעננה,,2,5,https://live.vcita.com/site/hakosem?o=cHJvZmlsZV9wYWdl,09-7460957,,"פרדס משותף 5א, רעננה",32.173914,34.872523,http://tinyurl.com/zmz5bhs,שרון,,,,,,,,,,,,,,,,,,,,,,,,,,,120,120,120,120,,,,,,120,120,120,120,,,,
185,וודו,questime,רעננה,,2,7,http://questime.co.il/,055-9661352,,"הסדנא 13, רעננה",32.194495,34.879017,http://tinyurl.com/gtckfsv,שרון,,,,,,10,10,10,10,,,1,10,,,,,,,,,,,,,,120,110,100,90,80,80,,,,120,110,100,90,80,80,,
186,מערת הפלאים,storyrooms,רעננה,,2,6,http://www.story-rooms.com/,058-7117703,,"הסדנא 11, רעננה",32.194678,34.878995,http://tinyurl.com/hcdkg72,שרון,,,,,,10,10,10,10,,,,,,,,1,1,,,1,1,,,,,110,90,80,75,70,,,,,120,100,90,80,75,,,
187,מנהרת כורי הפחם,2exit,תל אביב,,2,6,http://2exit.co.il/#story,058-405-6678,,"יצחק שדה 32, תל אביב",32.065084,34.787363,http://tinyurl.com/zywbrge,מרכז,ת״א,,,,,10,10,10,10,10,10,,10,,,,,,,,,,,,,,100,95,90,80,75,,,,,120,110,100,90,85,,,
188,בקתת הפיראט,בית הקווסט,תל אביב,,2,6,http://www.beithaquest.co.il/pirate,03-5535585,,"מנורת המאור 3, תל אביב",32.074490,34.796360,http://tinyurl.com/zksp6wm,מרכז,ת״א,,,,,,,,,,,,10,,,,,,,,,,,,,,120,93,90,80,73,,,,,140,107,90,80,73,,,
189,יציאת מצרים,בית הקווסט,תל אביב,,2,4,http://www.beithaquest.co.il/itcia,03-5535585,,"מנורת המאור 3, תל אביב",32.074490,34.796360,http://tinyurl.com/zksp6wm,מרכז,ת״א,,,,,,,,,,,,10,,,,,,,,,,,,,,120,93,80,,,,,,,140,107,90,,,,,
190,מכון פתולוגי,בית הקווסט,תל אביב,,2,6,http://www.beithaquest.co.il/mahon-patologi,03-5535585,,"מנורת המאור 3, תל אביב",32.074490,34.796360,http://tinyurl.com/zksp6wm,מרכז,ת״א,,,,,,,,,,,,10,,,,,,,,,,,,,,120,93,90,80,73,,,,,140,107,90,80,73,,,
191,רדיו אקטיבי,בית הקווסט,תל אביב,,2,6,http://www.beithaquest.co.il/stalker,03-5535585,,"מנורת המאור 3, תל אביב",32.074490,34.796360,http://tinyurl.com/zksp6wm,מרכז,ת״א,,,,,,,,,,,,10,,,,,,,,,,,,,,120,93,90,80,73,,,,,140,107,90,80,73,,,
192,שוד הקזינו,בית הקווסט,תל אביב,,2,6,http://www.beithaquest.co.il/casino-zero,03-5535585,,"מנורת המאור 3, תל אביב",32.074490,34.796360,http://tinyurl.com/zksp6wm,מרכז,ת״א,,,,,,,,,,,,10,,,,,,,,,,,,,,120,93,90,80,73,,,,,140,107,90,80,73,,,
193,נקודת הג׳י,braineffect,תל אביב,,2,6,http://braineffect.co.il/g/,03-6503754,,בזל 34 תל אביב,32.089867,34.779159,http://tinyurl.com/zfmbbzo,מרכז,ת״א,,,,,15,15,,,,,,,,,,,0,,,,,,,,,105,100,95,90,,,,,,105,100,95,90,,,,
194,אלם סטריט,brainit,תל אביב,,3,7,https://brainit.co.il/f5/room/elm-street-escape-room/,054-7367651,,"הרכבת 22, תל אביב",32.063342,34.778518,http://tinyurl.com/zvqf4k5,מרכז,ת״א,,,,,10,10,10,10,,,1,,,1,1,0,0,,1,0,0,0,1,1,,,120,110,100,100,100,,,,120,110,100,100,100,,,
195,אמפריית הפשע,brainit,תל אביב,,2,6,https://brainit.co.il/room/boardwalk_empire/,077-3610000,,"שמעון בן שטח 9 , תל אביב",32.055527,34.758049,http://tinyurl.com/hl7uton,מרכז,ת״א,,,,,10,10,10,10,,,1,,,1,1,1,1,,1,0,1,1,1,,,120,100,90,80,80,,,,,120,100,90,80,80,,,
196,לכודים,brainit,תל אביב,,2,6,https://brainit.co.il/room/trapped/,077-3610000,,"שמעון בן שטח 9 , תל אביב",32.055527,34.758049,http://tinyurl.com/hl7uton,מרכז,ת״א,,,,,10,10,10,10,,,1,,,1,1,1,1,,,0,0,1,1,1,,120,100,90,80,80,,,,,120,100,90,80,80,,,
197,תחנת חלל אלטראיר,brainit,תל אביב,,2,4,https://brainit.co.il/f4/room/altair_escape_room/,054-5876238,,"הרכבת 22, תל אביב",32.063342,34.778518,http://tinyurl.com/zvqf4k5,מרכז,ת״א,,,,,10,10,10,10,,,1,,,1,0,1,1,,0,0,0,0,1,1,,125,105,100,,,,,,,125,105,100,,,,,
198,אטלנטיס - העיר האבודה,escape city,תל אביב,,2,6,https://escapecity.com/room/%D7%90%D7%98%D7%9C%D7%A0%D7%98%D7%99%D7%A1-%D7%94%D7%A2%D7%99%D7%A8-%D7%94%D7%90%D7%91%D7%95%D7%93%D7%94/,03-6566102,,"בן יהודה 32, תל אביב",32.076506,34.768273,http://tinyurl.com/zf82q8a,מרכז,ת״א,,,,,,,,,,,,,,,,,,,,,,0,,,,120,110,100,80,67,,,,,120,110,100,80,67,,,
199,בשבי האויב,escape city,תל אביב,,2,4,https://escapecity.com/room/%D7%97%D7%98%D7%95%D7%A4%D7%99%D7%9D-%D7%91%D7%A9%D7%91%D7%99-%D7%94%D7%90%D7%95%D7%99%D7%91/,03-6566102,,"בן יהודה 32, תל אביב",32.076506,34.768273,http://tinyurl.com/zf82q8a,מרכז,ת״א,,,,,,,,,,,,,,,,,,,,1,,,,,,120,110,100,,,,,,,120,110,100,,,,,
200,החורף מגיע - משחקי הכס,escape city,תל אביב,,2,6,https://escapecity.com/room/%D7%94%D7%97%D7%95%D7%A8%D7%A3-%D7%9E%D7%92%D7%99%D7%A2/,03-6566102,,"בן יהודה 32, תל אביב",32.076506,34.768273,http://tinyurl.com/zf82q8a,מרכז,ת״א,,,,,,,,,,,,,,,,,,,,0,,0,,,,120,110,100,80,67,,,,,120,110,100,80,67,,,
201,המסור,escape city,תל אביב,,3,6,https://escapecity.com/room/%D7%94%D7%9E%D7%A1%D7%95%D7%A8/,03-6566102,,"בן יהודה 32, תל אביב",32.076506,34.768273,http://tinyurl.com/zf82q8a,מרכז,ת״א,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,110,100,80,67,,,,,,110,100,80,67,,,
202,המקדש הארור,escape city,תל אביב,,2,6,https://escapecity.com/room/%D7%94%D7%9E%D7%A7%D7%93%D7%A9-%D7%94%D7%90%D7%A1%D7%95%D7%A8-%D7%A9%D7%9C-%D7%9E%D7%95%D7%A0%D7%98%D7%96%D7%95%D7%9E%D7%94/,03-6566102,,"בן יהודה 32, תל אביב",32.076506,34.768273,http://tinyurl.com/zf82q8a,מרכז,ת״א,,,,,,,,,,,,,,,,,0,,,0,,,,,,120,110,100,80,67,,,,,120,110,100,80,67,,,
203,מבוך האלים,escape city,תל אביב,,2,6,https://escapecity.com/room/alchemists-chamber/,03-6566102,,"בן יהודה 32, תל אביב",32.076506,34.768273,http://tinyurl.com/zf82q8a,מרכז,ת״א,,,,,,,,,,,,,,,,,0,,,0,,0,,,,120,110,100,80,67,,,,,120,110,100,80,67,,,
204,מלחמת האבירים - החרב המכושפת,escape city,תל אביב,,2,6,https://escapecity.com/room/%D7%A4%D7%A0%D7%98%D7%96%D7%9E%D7%94/,03-6566102,,"בן יהודה 32, תל אביב",32.076506,34.768273,http://tinyurl.com/zf82q8a,מרכז,ת״א,,,,,,,,,,,,,,,,,,,,0,,0,,,,120,110,100,80,67,,,,,120,110,100,80,67,,,
205,צ'ארלי בממלכת השוקולד,escape city,תל אביב,,2,6,https://escapecity.com/room/%D7%A6%D7%B3%D7%90%D7%A8%D7%9C%D7%99-%D7%91%D7%9E%D7%9E%D7%9C%D7%9B%D7%AA-%D7%94%D7%A9%D7%95%D7%A7%D7%95%D7%9C%D7%93/,03-6566102,,"בן יהודה 32, תל אביב",32.076506,34.768273,http://tinyurl.com/zf82q8a,מרכז,ת״א,,,,,,,,,,,,,,,,,1,,,1,0,1,,,,120,110,100,80,67,,,,,120,110,100,80,67,,,
206,קללת המומיה,escape city,תל אביב,,2,6,https://escapecity.com/room/%D7%A7%D7%91%D7%A8%D7%95-%D7%A9%D7%9C-%D7%AA%D7%95%D7%AA-%D7%A2%D7%A0%D7%97-%D7%90%D7%9E%D7%95%D7%9F/,03-6566102,,"בן יהודה 32, תל אביב",32.076506,34.768273,http://tinyurl.com/zf82q8a,מרכז,ת״א,,,,,,,,,,,,,,,,,,,,1,,,,,,120,110,100,80,67,,,,,120,110,100,80,67,,,
207,שודדי הקאריבים,escape city,תל אביב,,2,6,https://escapecity.com/room/%D7%A9%D7%95%D7%93%D7%93%D7%99-%D7%94%D7%A7%D7%90%D7%A8%D7%99%D7%91%D7%99%D7%99%D7%9D/,03-6566102,,"בן יהודה 32, תל אביב",32.076506,34.768273,http://tinyurl.com/zf82q8a,מרכז,ת״א,,,,,,,,,,,,,,,,,,,,0,,,,,,120,110,100,80,67,,,,,120,110,100,80,67,,,
208,קגב,escape game israel,תל אביב,,2,7,http://www.escape-game.co.il/,055-6688441,,"קרליבך 3, תל אביב",32.066216,34.783641,http://tinyurl.com/hfzscja,מרכז,ת״א,,2,,,,,,,50,50,,,,,,,1,,0,,,1,1,1,,135,115,105,95,87,80,,,,135,115,105,95,87,80,,
209,המסדר האפל,escape tlv,תל אביב,,2,6,http://escapetlv.co.il/,053-6210163,,"נחלת בנימין 68, תל אביב",32.061317,34.772398,http://tinyurl.com/hkqmbe9,מרכז,ת״א,,,,,10,10,10,10,50,50,,,,,,1,,,,,,,1,,,100,95,90,80,75,,,,,125,105,95,85,80,,,
210,חדרו של המרגל הסורי,escapeit,תל אביב,,2,6,http://www.escapeit.co.il/#!rooms/c164g,03-5040830,,"תוצרת הארץ 16, תל אביב",32.072414,34.797203,http://tinyurl.com/h7kjuag,מרכז,ת״א,,2,,,20,20,20,20,50,50,1,,,1,1,1,0,,0,,1,1,1,1,,125,110,100,95,95,,,,,125,110,100,95,95,,,
211,ספייס,escapeit,תל אביב,,,,http://www.escapeit.co.il/%D7%94%D7%96%D7%9E%D7%A0%D7%95%D7%AAspace/,03-5040830,,"תוצרת הארץ 16, תל אביב",32.072414,34.797203,http://tinyurl.com/h7kjuag,מרכז,ת״א,,,,,20,20,20,20,50,50,1,,,,,,,,,,,,,,,125,110,100,95,95,,,,,125,110,100,95,95,,,
212,גרוויטי (VR),escaperoom israel,תל אביב,,2,6,http://www.escaperoom.co.il/tel-aviv-vr-gravity,079-932-2224,,"בית הלל 7, תל אביב",32.069571,34.789852,http://tinyurl.com/hxp8a3o,מרכז,ת״א,,,,1,20,20,,,50,50,1,,,,,1,1,,0,,,0,1,,,120,100,90,80,80,,,,,120,100,90,80,80,,,
213,הוטל קליפורניה,escaperoom israel,תל אביב,,2,6,http://www.escaperoom.co.il/tel-aviv-hotel-california,079-932-2224,,"בית הלל 16, תל אביב",32.069419,34.790410,http://tinyurl.com/z4cymq4,מרכז,ת״א,,,,,20,20,,,50,50,1,,,,,1,1,,1,,,,1,,,120,100,90,80,80,,,,,120,100,90,80,80,,,
214,המיונים למוסד,escaperoom israel,תל אביב,,2,6,http://www.escaperoom.co.il/tel-aviv-mossad,079-932-2224,,"איסרליש 2, תל אביב",32.071723,34.790011,http://tinyurl.com/hy85gv9,מרכז,ת״א,,2,,,20,20,,,50,50,1,,,,,1,1,,0,,,,1,,,120,100,90,80,80,,,,,120,100,90,80,80,,,
215,טיטאניק,escaperoom israel,תל אביב,,2,5,http://www.escaperoom.co.il/tel-aviv-titanic,079-932-2224,,"בית הלל 7, תל אביב",32.069571,34.789852,http://tinyurl.com/hxp8a3o,מרכז,ת״א,,,,,20,20,,,50,50,1,,,1,1,1,1,,0,,,,1,,,120,100,90,80,,,,,,120,100,90,80,,,,
216,שוד המאה ,escaperoom israel,תל אביב,,2,6,http://www.escaperoom.co.il/tel-aviv-the-robbery-of-the-century,079-932-2224,,"גרשון 30, תל אביב",32.068862,34.790262,http://tinyurl.com/zlvvopy,מרכז,ת״א,,2,,,,,,,,,,,,1,1,1,1,,0,,,,1,1,,120,100,90,80,80,,,,,120,100,90,80,80,,,
217,שר הטבעות,escapism,תל אביב,,2,6,http://escapism.co.il/room/%D7%A0%D7%A7%D7%9E%D7%AA%D7%95-%D7%A9%D7%9C-%D7%A1%D7%90%D7%A8%D7%95%D7%9E%D7%9F/,077-5023008,,"אלנבי 119, תל אביב",32.061470,34.773771,http://tinyurl.com/jaho5ue,מרכז,ת״א,,,,,,,,,50,50,1,,50,1,1,1,1,,1,0,1,0,1,,,120,110,100,90,85,,,,,135,110,100,90,85,,,
218,אימג'נריום,exit room,תל אביב,,2,4,http://exitroom.co.il/rooms/imaginarium-2-2/?lang=he,054-9557666,,"אבולעפיה 23, תל אביב",32.052181,34.769319,http://tinyurl.com/hjjx4vt,מרכז,ת״א,,,,,10,10,,,10,10,1,,,1,1,1,1,,,0,,1,1,1,,120,100,88,,,,,,,120,100,88,,,,,
219,אמנזיה,exit room,תל אביב,,3,6,http://exitroom.co.il/rooms/amnesia/?lang=he,058-6669622,,"גרוזנברג 9, תל אביב",32.065010,34.768537,http://tinyurl.com/jnqf9cf,מרכז,ת״א,,,1,,10,10,,,10,10,1,,,1,1,1,0,,,0,,1,1,1,,,137,118,104,98,94,90,,,,137,118,104,98,94,90,
220,הבית הרדוף,exit room,תל אביב,,2,6,http://exitroom.co.il/rooms/haunted-house-2/?lang=he,053-5224340,,"אלנבי 65, תל אביב יפו",32.068032,34.771126,http://tinyurl.com/gp4jn4s,מרכז,ת״א,1,,,,10,10,,,10,10,1,,,1,1,1,1,,,1,,1,1,,,120,100,88,80,78,,,,,120,100,88,80,78,,,
221,עונש מוות,exit room,תל אביב,,2,3,http://exitroom.co.il/rooms/capital_punishment-2/?lang=he,053-5224340,,"אלנבי 65, תל אביב יפו",32.068032,34.771126,http://tinyurl.com/gp4jn4s,מרכז,ת״א,1,,,,10,10,,,10,10,1,,,1,1,1,1,,,1,,1,1,1,,100,87,,,,,,,,100,87,,,,,,
222,עיר החוטאים,exit room,תל אביב,,3,8,http://exitroom.co.il/rooms/city-s-3-2-2/?lang=he,058-7063046,,"אידלסון 7, תל אביב",32.074082,34.767795,http://tinyurl.com/jm5h9xf,מרכז,ת״א,,,1,,10,10,,,10,10,1,,,1,1,1,0,,,1,,1,1,1,,,137,118,104,98,94,90,,,,137,118,104,98,94,90,
223,רוצח סדרתי,exit room,תל אביב,,2,6,http://exitroom.co.il/rooms/maniacs-shelter/?lang=he,054-9557666,,"אבולעפיה 23, תל אביב",32.052181,34.769319,http://tinyurl.com/hjjx4vt,מרכז,ת״א,,,,,10,10,,,10,10,1,,,1,1,1,1,,,0,,1,1,,,120,100,88,80,78,,,,,120,100,88,80,78,,,
224,תיבת פנדורה,exit room,תל אביב,,2,4,http://exitroom.co.il/rooms/pandora/?lang=he,053-5224340,,"אלנבי 65, תל אביב יפו",32.068032,34.771126,http://tinyurl.com/gp4jn4s,מרכז,ת״א,1,,,,10,10,,,10,10,1,,,1,1,1,1,,,1,,1,1,,,120,100,88,,,,,,,120,100,88,,,,,
225,המעבדה הסודית,locked,תל אביב,,2,6,http://www.locked-games.com/the-secret-lab-escaperoom-heb,03-3741695,,"טשרניחובסקי 26, תל אביב",32.074242,34.773065,http://tinyurl.com/h5s9uzc,מרכז,ת״א,,,,,10,10,,,50,50,1,,,1,0,1,1,,0,0,1,0,1,1,,100,95,90,84,80,,,,,120,110,100,94,90,,,
226,הפשע,locked,תל אביב,,2,6,http://www.locked-games.com/the-crime-escaperoom-heb,03-3741695,,"טשרניחובסקי 26, תל אביב",32.074242,34.773065,http://tinyurl.com/h5s9uzc,מרכז,ת״א,,,,,10,10,,,50,50,1,,,1,0,1,1,,0,0,1,0,1,1,,100,95,90,84,80,,,,,120,110,100,94,90,,,
227,טסיס 2.0,locked,תל אביב,,2,6,http://www.locked-games.com/tesys,03-3741695,,"הפלך 3, תל אביב",32.050464,34.765836,http://tinyurl.com/zwcvr8n,מרכז,ת״א,,,,,10,10,,,50,50,1,,,1,0,1,1,,0,,,,,1,,100,95,90,84,80,,,,,120,110,100,94,90,,,
228,סודו של הודיני,locked,תל אביב,,2,6,http://www.locked-games.com/houdini,03-3741695,,"הפלך 3, תל אביב",32.050464,34.765836,http://tinyurl.com/zwcvr8n,מרכז,ת״א,,,,,10,10,,,50,50,1,,,,,,,,,,,,,,,100,95,90,84,80,,,,,120,110,100,94,90,,,
229,מסע בזמן,locked,תל אביב,,2,6,http://www.locked-games.com/time-travel-escaperoom,03-3741695,,"גבעון 18, תל אביב",32.069811,34.785325,http://tinyurl.com/zelj3jp,מרכז,ת״א,,,,,10,10,,,50,50,1,,,,,,,,,,,,,,,100,95,90,84,80,,,,,120,110,100,94,90,,,
230,לכודים בזמן,mindrush,תל אביב,,2,6,http://www.mindrush.co.il,054-3945120,,"נירים 10, תל אביב",32.063019,34.790710,http://tinyurl.com/zexdjpu,מרכז,ת״א,,,,,15,15,10,10,50,50,1,,,,,,,,,0,1,1,1,,,110,100,90,85,75,,,,,120,105,95,90,80,,,
